DateTime,PairID,PairName,Open,High,Low,Close,Volume,Spread,Return,SMA20,SMA50,EMA20,EMA50,RSI,MACD,MACDSignal,BBUpper,BBLower
2023-01-01 00:00:00,1,EUR/USD,1.08103,1.08103,1.08019,1.08054,2651,0.9,,,,1.08054,1.08054,,,,,
2023-01-01 01:00:00,1,EUR/USD,1.0801,1.08043,1.07974,1.08028,2292,1.0,-0.00024062043052563986,,,1.0804035,1.0804074,,,,,
2023-01-01 02:00:00,1,EUR/USD,1.08036,1.08158,1.07961,1.08054,1796,1.2,0.00024067834265206756,,,1.080453621981682,1.0804533795493934,,,,,
2023-01-01 03:00:00,1,EUR/USD,1.08068,1.08126,1.07973,1.08088,4019,1.4,0.0003146574860717344,,,1.080576710723192,1.0805665175529788,,,,,
2023-01-01 04:00:00,1,EUR/USD,1.08042,1.08042,1.07967,1.0803,2207,1.6,-0.0005365998075642642,,,1.080509776754009,1.0805088662417628,,,,,
2023-01-01 05:00:00,1,EUR/USD,1.07981,1.08053,1.07981,1.07998,2972,1.9,-0.0002962140146256509,,,1.0803980180577395,1.0804116773316945,,,,,
2023-01-01 06:00:00,1,EUR/USD,1.08023,1.08153,1.08023,1.08087,1534,2.0,0.0008240893349877876,,,1.0804872581606135,1.0804852652298529,,,,,
2023-01-01 07:00:00,1,EUR/USD,1.08075,1.0812,1.08061,1.08108,1350,1.1,0.00019428793471920613,,,1.0805897165659548,1.0805704221085266,,,,,
2023-01-01 08:00:00,1,EUR/USD,1.08001,1.08116,1.08001,1.08058,3505,0.9,-0.00046250046250040366,,,1.080588157981264,1.080571664359827,,,,,
2023-01-01 09:00:00,1,EUR/USD,1.08046,1.08048,1.07969,1.08017,4348,0.9,-0.00037942586388794997,,,1.0805251870125552,1.080523891254241,,,,,
2023-01-01 10:00:00,1,EUR/USD,1.07958,1.07958,1.07908,1.07926,2345,1.2,-0.0008424599831508006,,,1.0803446539035952,1.0803846660516445,,,,,
2023-01-01 11:00:00,1,EUR/USD,1.07933,1.0797,1.07858,1.07906,3457,1.4,-0.00018531215833084147,,,1.0801696478728524,1.0802484120424782,,,,,
2023-01-01 12:00:00,1,EUR/USD,1.07995,1.07995,1.07926,1.07945,2928,1.4,0.000361425685318828,,,1.0800754718517898,1.080171201982241,,,,,
2023-01-01 13:00:00,1,EUR/USD,1.08068,1.08136,1.08068,1.08114,5020,1.4,0.0015656121172820114,,,1.0802099880309988,1.080259795971994,58.40003988657556,,,,
2023-01-01 14:00:00,1,EUR/USD,1.08073,1.0811,1.0801,1.0809,1989,1.9,-0.00022198790165939286,,,1.080294547653261,1.0803154348115875,55.59681817834456,,,,
2023-01-01 15:00:00,1,EUR/USD,1.08044,1.08063,1.07973,1.08036,3488,1.0,-0.0004995836802664799,,,1.0803023554794247,1.0803191315750105,49.80416927993786,,,,
2023-01-01 16:00:00,1,EUR/USD,1.08036,1.08099,1.08009,1.08047,2450,1.8,0.00010181791254781913,,,1.080321884128649,1.080331121971652,50.92583588045415,,,,
